sie się
chlopy chłopy
dluznikiem dłużnikiem
dziesiecioleciu dziesięcioleciu
esejow esejów
glupiej głupiej
krotkoterminowe krótkoterminowe
najslabszy najsłabszy
obfitosci obfitości
obiegla obiegła
obslugiwanych obsługiwanych
okraglych okrągłych
pionierow pionierów
przekresla przekreśla
przelozona przełożona
przypisywac przypisywać
uwzgledniajacy uwzględniający
wezlem węzłem
wroc wróć
wstapienie wstąpienie
wyladowali wylądowali
wyroslo wyrosło
zamarl zamarł
zamkna zamkną
zburzyc zburzyć
zadamy żądamy
bliznieta bliźnięta
cytowal cytował
czysci czyści
finansuja finansują
graficzna graficzną
integralnosci integralności
nadajacych nadających
nieduze nieduże
otrzymana otrzymaną
pachnial pachniał
pomaranczowe pomarańczowe
pomylilem pomyliłem
posiadl posiadł
przeciaga przeciąga
przyblizyl przybliżył
przyszloby przyszłoby
recepta receptą
rozlozona rozłożona
skontrolowac skontrolować
slony słony
sluchalam słuchałam
slupach słupach
strzalami strzałami
sunal sunął
sliwki śliwki
swiecic świecić
toczacego toczącego
uczeszczac uczęszczać
ukrainska ukraińska
upodoban upodobań
wyjechalismy wyjechaliśmy
wyladowac wylądować
wymierzyc wymierzyć
wzglednej względnej
zaangazowali zaangażowali
zachet zachęt
zakladowa zakładowa
zawolanie zawołanie
zwalczyc zwalczyć
aranzacji aranżacji
dlugosz długosz
draznic drażnić
gdynskiej gdyńskiej
gladka gładką
inspiracje inspirację
kazalo kazało
konkuruja konkurują
kontrolujacy kontrolujący
kroluja królują
nakazala nakazała
naplywac napływać
narazonych narażonych
niezlej niezłej
odsloniecia odsłonięcia
odwracaja odwracają
opiekuncze opiekuńcze
ozwal ozwał
palestynczycy palestyńczycy
pamiatkowy pamiątkowy
postepowaniach postępowaniach
powolywany powoływany
przeniosly przeniosły
rezerwa rezerwą
robocza roboczą
sedziemu sędziemu
siadac siadać
spotykajac spotykając
spojna spójną
sprawdzilo sprawdziło
scigany ścigany
swietowanie świętowanie
ucalowal ucałował
ukrainskim ukraińskim
uwzgledniajace uwzględniające
wyjatkami wyjątkami
wystepowalem występowałem
wyswietl wyświetl
zaistnialych zaistniałych
zalozycielskim założycielskim
zamozni zamożni
zdwojona zdwojoną
zmruzyl zmrużył
zelaznego żelaznego
abstrahujac abstrahując
bedacymi będącymi
czys czyś
danute danutę
dostarczyly dostarczyły
druzynowo drużynowo
dziewietnastego dziewiętnastego
fundamentalna fundamentalną
jakubowska jakubowską
koszykowke koszykówkę
krzynowek krzynówek
ksiegowej księgowej
kupily kupiły
monitorowac monitorować
najczestsza najczęstszą
najliczniejsza najliczniejszą
narozniku narożniku
nazwalem nazwałem
nicosc nicość
niesmialy nieśmiały
okazale okazałe
okradl okradł
poddawal poddawał
poglebic pogłębić
poniedzialkowej poniedziałkowej
posredniego pośredniego
powtornego powtórnego
prorokow proroków
przegrana przegraną
przelozy przełoży
przemawiajace przemawiające
przerazajacy przerażający
przychodzac przychodząc
radzionkow radzionków
rozpadl rozpadł
rozpoczetej rozpoczętej
rownorzednemu równorzędnemu
sformulowanych sformułowanych
sprzedawce sprzedawcę
spuscic spuścić
sniezne śnieżne
usilowano usiłowano
watykanskiego watykańskiego
wlazl wlazł
wlaczanie włączanie
wodzow wodzów
wyciagnieto wyciągnięto
wygodna wygodną
wyjasnieniach wyjaśnieniach
wymknal wymknął
zakatkach zakątkach
zakatki zakątki
zblizonej zbliżonej
bagazem bagażem
ciezsze cięższe
dolaczaja dołączają
dominikanow dominikanów
handluja handlują
kapuste kapustę
kladli kładli
kombinacje kombinację
komendantow komendantów
konsekwencje konsekwencję
kontynuowala kontynuowała
nalesniki naleśniki
niedoszly niedoszły
odplatnego odpłatnego
odpowiedzialy odpowiedziały
opadaly opadały
opisalismy opisaliśmy
pierwiastkow pierwiastków
podobienstw podobieństw
pokrewienstwa pokrewieństwa
powazniej poważniej
probke próbkę
przekraczaly przekraczały
przeksztalcone przekształcone
przyciagnela przyciągnęła
przyrzad przyrząd
rozpoczynala rozpoczynała
rozszerzyl rozszerzył
roznicach różnicach
rzemioslo rzemiosło
snadz snadź
szpare szparę
swieczki świeczki
tepo tępo
tlumaczylem tłumaczyłem
totalna totalną
ukonczeniem ukończeniem
uzbierac uzbierać
wychowywala wychowywała
wydostal wydostał
wyrownana wyrównana
wzrastaja wzrastają
zlotoryi złotoryi
zywymi żywymi
badala badała
chrzanow chrzanów
ciesla cieśla
czeska czeską
czestosci częstości
gdysmy gdyśmy
jazni jaźni
jugoslawia jugosławia
malecki małecki
nedzne nędzne
niekonczace niekończące
oplacanych opłacanych
patriotow patriotów
poczac począć
podlegalo podlegało
podreczniku podręczniku
powiekszac powiększać
przeciwienstwo przeciwieństwo
przezywam przeżywam
rate ratę
reflektorow reflektorów
sekwencje sekwencję
skazenia skażenia
slowniczek słowniczek
slowko słówko
stosujacych stosujących
sulejowka sulejówka
wracalam wracałam
wybuchow wybuchów
wzywajac wzywając
zacietej zaciętej
zaproponowalo zaproponowało
zarazil zaraził
zbrodnia zbrodnią
zwierzece zwierzęce
zagiel żagiel
bialoruskiego białoruskiego
bronie bronię
czolgu czołgu
dodzwonic dodzwonić
glodem głodem
inzynieria inżynieria
kandydujacych kandydujących
komedie komedię
koreanczycy koreańczycy
krystyna krystyną
maluja malują
miewaja miewają
nozki nóżki
odlegla odległa
pasmie paśmie
pieczeci pieczęci
pobudzaja pobudzają
pomyslny pomyślny
poswiecilem poświęciłem
powracajacy powracający
promowal promował
przebywaly przebywały
przeklenstwa przekleństwa
przywiozlem przywiozłem
pustynie pustynię
raczke rączkę
robcie róbcie
sluchacza słuchacza
sluzbowo służbowo
snuja snują
splacenia spłacenia
sporzadzanie sporządzanie
sprobuja spróbują
szantaz szantaż
szkicow szkiców
umieszczona umieszczoną
wpuszczac wpuszczać
wspolmalzonka współmałżonka
wydobywal wydobywał
wynikle wynikłe
wyrozniac wyróżniać
wystepujacej występującej
wyswietlacz wyświetlacz
zaciagniety zaciągnięty
zaleznej zależnej
zmierzaly zmierzały
zwolnila zwolniła
zyczliwym życzliwym
ciezarowy ciężarowy
czolowo czołowo
dokladac dokładać
dokonywala dokonywała
gdynskiego gdyńskiego
glupstwa głupstwa
kontrowersyjna kontrowersyjną
lazni łaźni
lza łza
meczenstwa męczeństwa
milczala milczała
nieodwolalnie nieodwołalnie
obawe obawę
oswiecimskiego oświęcimskiego
polozna położna
poniedzialkowym poniedziałkowym
ponoszac ponosząc
popierajac popierając
powiedzialo powiedziało
przemowic przemówić
przyzwoitosci przyzwoitości
rozlozony rozłożony
rozrywke rozrywkę
skosztowac skosztować
spolem społem
spozniony spóźniony
tyz tyż
ulegaly ulegały
wawrzynca wawrzyńca
waskimi wąskimi
wznosily wznosiły
zaciagnela zaciągnęła
zaciete zacięte
zapewnilo zapewniło
zetknac zetknąć
zwyciezcami zwycięzcami
zolnierzowi żołnierzowi
dobiegly dobiegły
goraczkowe gorączkowe
kolekcjonerow kolekcjonerów
mlodu młodu
najslynniejszy najsłynniejszy
okreslala określała
oslabieniu osłabieniu
otrzasnal otrząsnął
plocie płocie
porwala porwała
postepujacej postępującej
poznajac poznając
programowa programową
przemyslane przemyślane
przyslugujacej przysługującej
radykalna radykalną
roznorakie różnorakie
stworcy stwórcy
swietlne świetlne
uczciwa uczciwą
uzdrowic uzdrowić
wciagnela wciągnęła
wkroczyly wkroczyły
zagrozonego zagrożonego
zamowione zamówione
zapamietaj zapamiętaj
zaplanowalismy zaplanowaliśmy
zarzadzen zarządzeń
zasluzyla zasłużyła
zdejmujac zdejmując
zdumiewajaco zdumiewająco
zejsciu zejściu
brutalna brutalną
ciezarowe ciężarowe
dostosowujac dostosowując
inwestujac inwestując
lezenie leżenie
mlodziencze młodzieńcze
najpowazniejsze najpoważniejsze
narodowosc narodowość
narzeczona narzeczoną
nieszczesnej nieszczęsnej
niezawislosci niezawisłości
okreslili określili
oplacaja opłacają
pasowaly pasowały
plasuja plasują
przedluzono przedłużono
przedluzony przedłużony
przywroceniu przywróceniu
rozowym różowym
rychle rychłe
skrecamy skręcamy
spowodowana spowodowaną
sciezkach ścieżkach
sledze śledzę
ustawowa ustawową
wrobla wróbla
wsiadlem wsiadłem
wykonujacego wykonującego
wymagajacej wymagającej
wyrastaly wyrastały
wyrozniona wyróżniona
wzdrygnal wzdrygnął
wzietych wziętych
zamysleniu zamyśleniu
zapalki zapałki
zasiadac zasiadać
zostawial zostawiał
blekitna błękitną
bryle bryłę
chlopakom chłopakom
dowodzic dowodzić
elegancka elegancką
formulujac formułując
informujacy informujący
konstantynow konstantynów
makijazu makijażu
milosnikom miłośnikom
nadaje nadaję
obejrza obejrzą
obrzucil obrzucił
oceniala oceniała
odwazy odważy
otaczala otaczała
pojezdzic pojeździć
polowac polować
pomocnikow pomocników
porazkach porażkach
potraktowala potraktowała
powialo powiało
przekladaja przekładają
przekonalo przekonało
restrukturyzacja restrukturyzacją
rekopis rękopis
rodzil rodził
romantyczna romantyczną
samorzadowymi samorządowymi
skierowalismy skierowaliśmy
slowne słowne
szesciuset sześciuset
sledcze śledcze
swietlice świetlicę
wedliny wędliny
wilkow wilków
wizytowke wizytówkę
wypila wypiła
zapewnialy zapewniały
zdzialac zdziałać
zagle żagle
zel żel
bochenskiego bocheńskiego
branzach branżach
dostateczna dostateczną
dostawalem dostawałem
kominow kominów
kwasne kwaśne
latajace latające
ominal ominął
passe passę
pauzowal pauzował
placisz płacisz
pociagach pociągach
poczely poczęły
poprzedzajace poprzedzające
poskarzyl poskarżył
pozazdroscic pozazdrościć
produkowal produkował
propagowac propagować
przekladu przekładu
przewozenia przewożenia
rozwijajacej rozwijającej
rozowej różowej
spelnianie spełnianie
sprzata sprząta
teologow teologów
teczy tęczy
unioslem uniosłem
waszmosc waszmość
wedkarzy wędkarzy
wsunela wsunęła
wykorzystaly wykorzystały
zacietym zaciętym
zalatwila załatwiła
zaprzeczyc zaprzeczyć
zwinal zwinął
zwyczajna zwyczajną
bizuteria biżuteria
dlugosza długosza
dopuszczalna dopuszczalną
kontenerow kontenerów
kotly kotły
lysej łysej
mieszkajacym mieszkającym
mnozenie mnożenie
napiete napięte
naruszajac naruszając
niepredko nieprędko
oszczedzajac oszczędzając
otwarly otwarły
palki pałki
parlamentow parlamentów
plaszcze płaszcze
podsumowala podsumowała
popelniania popełniania
popieluszki popiełuszki
pozostaje pozostaję
przeciwnosci przeciwności
przeprowadzily przeprowadziły
przykra przykrą
skrzynie skrzynię
splynela spłynęła
spostrzezen spostrzeżeń
stwarzalo stwarzało
sciagniecie ściągnięcie
wiedzialo wiedziało
wiezowca wieżowca
wiodacy wiodący
wstegi wstęgi
wysluchanie wysłuchanie
zaplace zapłacę
zrozumialym zrozumiałym
zalil żalił
czlon człon
glowke główkę
kierowalem kierowałem
malenkich maleńkich
medycyne medycynę
meczace męczące
mlyny młyny
ogladane oglądane
orez oręż
oskarzyc oskarżyć
otaczaly otaczały
otoczyc otoczyć
poganskich pogańskich
pokryta pokrytą
powtorzylem powtórzyłem
przysiadla przysiadła
rozglosu rozgłosu
rozluznienie rozluźnienie
siegniecia sięgnięcia
ubylo ubyło
utonal utonął
wojtowicz wójtowicz
wychodzacy wychodzący
zalosny żałosny
cieszacy cieszący
ciezarowego ciężarowego
dokonujacy dokonujący
doktryne doktrynę
dominujacego dominującego
gromadzil gromadził
krazka krążka
laureatka laureatką
legly legły
lupe lupę
modl módl
nawiazywanie nawiązywanie
obnizona obniżona
oferujacy oferujący
okupacja okupacją
opuszczala opuszczała
ostoja ostoją
podsunela podsunęła
polonie polonię
pompa pompą
porazenie porażenie
przejezdzajacy przejeżdżający
przeprowadzajac przeprowadzając
przeskoczyl przeskoczył
przeszlam przeszłam
przygotowalem przygotowałem
roslinne roślinne
rozwinieta rozwiniętą
smetnie smętnie
startowaly startowały
stuprocentowa stuprocentową
szkodowosci szkodowości
tworczym twórczym
ulzyc ulżyć
wieziony więziony
woznica woźnica
wstrzasajace wstrząsające
wtracac wtrącać
wydzwiek wydźwięk
wyjete wyjęte
wykonczenia wykończenia
wylonienia wyłonienia
zaprotestowac zaprotestować
zydem żydem
budzetowi budżetowi
charakteryzowac charakteryzować
doniosle doniosłe
egzystencje egzystencję
grazyne grażynę
kazmierz kaźmierz
ksiazkowe książkowe
kwestionowal kwestionował
ludnoscia ludnością
lby łby
loza łoża
myslicie myślicie
najslabiej najsłabiej
natloku natłoku
obojetnym obojętnym
oplakanym opłakanym
oszukiwac oszukiwać
podwazac podważać
poinformowalem poinformowałem
popchnal popchnął
posesje posesję
poslankom posłankom
poslugi posługi
polmetku półmetku
pozny późny
przerazone przerażone
przeszkadzala przeszkadzała
przylapany przyłapany
reklamowki reklamówki
rozpoczynajacym rozpoczynającym
slowik słowik
spacerowac spacerować
strazackie strażackie
studiujac studiując
ubieraja ubierają
uciekajacych uciekających
wegierska węgierska
wychowawca wychowawcą
wyrezyserowal wyreżyserował
wyslanych wysłanych
wywiozl wywiózł
wzajemnosci wzajemności
zaciaga zaciąga
zakonczymy zakończymy
zbudowala zbudowała
zjawial zjawiał
autorke autorkę
biegnac biegnąc
debski dębski
doceniajac doceniając
federacje federację
hipoteka hipoteką
klamstw kłamstw
luski łuski
manifestacje manifestację
mapa mapą
miroslawem mirosławem
nadeszlo nadeszło
nalecz nałęcz
nieodlaczna nieodłączną
nieswiadomosci nieświadomości
nosilem nosiłem
osad osąd
pamiatkowej pamiątkowej
pasazerom pasażerom
pasowala pasowała
patentow patentów
pchaja pchają
podgladu podglądu
pomaranczowej pomarańczowej
pomozemy pomożemy
porecz poręcz
przesluchano przesłuchano
przygotowujace przygotowujące
rozszerzac rozszerzać
rozwial rozwiał
solectwo sołectwo
ustapila ustąpiła
utrzymywaly utrzymywały
wloz włóż
wyczerpujaco wyczerpująco
wykorzystujacy wykorzystujący
wysylali wysyłali
zastepcza zastępczą
zastosowala zastosowała
zgubila zgubiła
zjezdzac zjeżdżać
arcydziela arcydzieła
aresztowac aresztować
chlopakowi chłopakowi
ciezarowke ciężarówkę
dowiesc dowieść
drgan drgań
dyzuru dyżuru
glucha głucha
golebiewski gołębiewski
gralam grałam
grupke grupkę
koscierzyna kościerzyna
milcza milczą
nadjechal nadjechał
najnowoczesniejsze najnowocześniejsze
najpopularniejsza najpopularniejszą
nastepni następni
okazywala okazywała
poczynil poczynił
poplynely popłynęły
przedsiebiorcami przedsiębiorcami
przygotowujacy przygotowujący
rolnicza rolniczą
robmy róbmy
stanowiloby stanowiłoby
stoczyc stoczyć
szymanska szymańska
sciagneli ściągnęli
wegrami węgrami
zajmowalismy zajmowaliśmy
zapore zaporę
zgadzajac zgadzając
dobieglo dobiegło
druzynowe drużynowe
finalowych finałowych
gadaja gadają
generuja generują
jadwige jadwigę
mlodzicy młodzicy
najglosniej najgłośniej
najslabszych najsłabszych
oblal oblał
obracaja obracają
operacyjna operacyjną
osemki ósemki
padajacy padający
posprzatac posprzątać
powtarzajacych powtarzających
przeciwleglej przeciwległej
reasumujac reasumując
rzeznik rzeźnik
sarzynski sarzyński
slabszej słabszej
wygode wygodę
wyobrazala wyobrażała
wyodrebnienia wyodrębnienia
wyplaconego wypłaconego
wytezonej wytężonej
zafundowac zafundować
zaoszczedzone zaoszczędzone
zdolalismy zdołaliśmy
zglaszajacych zgłaszających
zmniejsza zmniejszą
biologiczna biologiczną
blyszczacych błyszczących
krecone kręcone
milicjantow milicjantów
mowicie mówicie
mowilas mówiłaś
myle mylę
nienawidza nienawidzą
olesnicy oleśnicy
opowiadajacy opowiadający
oszczedzaja oszczędzają
piecioletni pięcioletni
pocieche pociechę
powazni poważni
pozbierac pozbierać
przedlozonym przedłożonym
przegrywal przegrywał
przeklenstwo przekleństwo
puszczal puszczał
rozgladam rozglądam
skonczone skończone
straznikiem strażnikiem
sugestie sugestię
tytulowego tytułowego
usunela usunęła
uzytkowe użytkowe
wloclawskiej włocławskiej
wskazana wskazaną
wszechswiecie wszechświecie
wyksztalceniu wykształceniu
wymyslony wymyślony
zacisnietymi zaciśniętymi
zagralem zagrałem
zdolamy zdołamy
zlamaniem złamaniem
zywnosciowych żywnościowych
balkanach bałkanach
basn baśń
ciagnacych ciągnących
grudziadza grudziądza
hamowac hamować
inowroclawia inowrocławia
jakosciowych jakościowych
lowieckie łowieckie
lyzek łyżek
odbijal odbijał
odslonic odsłonić
pelnoprawnym pełnoprawnym
podbil podbił
podzespolow podzespołów
polegajacym polegającym
porzadna porządną
przejezdzal przejeżdżał
przewozic przewozić
przewrot przewrót
przywiazywal przywiązywał
rozejrzalem rozejrzałem
spadajacych spadających
uniemozliwiajace uniemożliwiające
wartosciowy wartościowy
wlodzimierzem włodzimierzem
wspolwlascicieli współwłaścicieli
wychowywal wychowywał
wyczerpal wyczerpał
wykraczaja wykraczają
zapatrzyl zapatrzył
zmarnowac zmarnować
zwracalismy zwracaliśmy
bezsilnosci bezsilności
budujacych budujących
bywalem bywałem
calo cało
kolysal kołysał
konskich końskich
kolkach kółkach
narzucaja narzucają
obslugujace obsługujące
otchlani otchłani
pokazny pokaźny
pokojowa pokojową
polowki połówki
poranna poranną
porownywalna porównywalna
przyciskajac przyciskając
przypominajacej przypominającej
przyspieszyl przyspieszył
republikanskiej republikańskiej
spedzanie spędzanie
spodnice spódnicę
spiewano śpiewano
udostepnionych udostępnionych
wejde wejdę
wycofaly wycofały
wydluzony wydłużony
wynajetym wynajętym
wypelnili wypełnili
wypracowala wypracowała
wypuscila wypuściła
wyrzekl wyrzekł
zaoferowala zaoferowała
zmyslu zmysłu
blysku błysku
ciagow ciągów
ciezary ciężary
dopelnic dopełnić
dosiegnac dosięgnąć
dysponujacych dysponujących
gestych gęstych
gluchym głuchym
gotowala gotowała
ilus iluś
infrastruktura infrastrukturą
kochajacych kochających
lataly latały
lancuszek łańcuszek
lydki łydki
modlila modliła
nastaly nastały
oderwala oderwała
osobliwosci osobliwości
podpulkownik podpułkownik
popedzil popędził
powtarzalem powtarzałem
polfinaly półfinały
przeciaganie przeciąganie
przeksztalcila przekształciła
przerazajaco przerażająco
przystepuja przystępują
pytajaco pytająco
rapaczynskiej rapaczyńskiej
skrecila skręciła
slowian słowian
sporzadzonych sporządzonych
sprostowac sprostować
sledz śledź
urodzen urodzeń
uzaleznic uzależnić
wbila wbiła
wieslawem wiesławem
wkladajac wkładając
wypisac wypisać
wyrywal wyrywał
zalozonym założonym
zapiskow zapisków
zaspokajac zaspokajać
zgarnal zgarnął
zwierzetach zwierzętach
baka bąka
blekitny błękitny
chwileczke chwileczkę
dbala dbała
dolem dołem
gwarantujacych gwarantujących
krolika królika
kryly kryły
mozliwymi możliwymi
nietrzezwi nietrzeźwi
niezrecznie niezręcznie
ocalal ocalał
odglosow odgłosów
odsuniety odsunięty
olejow olejów
omawial omawiał
orlat orląt
poplynela popłynęła
poslugujemy posługujemy
pozbawila pozbawiła
pralata prałata
przyslowiowy przysłowiowy
radce radcę
regularna regularną
rozbila rozbiła
rozgrywal rozgrywał
spelniajac spełniając
sprobowalem spróbowałem
strzelila strzeliła
slascy śląscy
slepej ślepej
swietowania świętowania
urosla urosła
uzyje użyję
wychowujacych wychowujących
wyrzeczen wyrzeczeń
zadziwiajace zadziwiające
zawiesc zawieść
zdobywala zdobywała
zrownania zrównania
arka arką
baranski barański
biela bielą
biernosc bierność
chlopcami chłopcami
chusteczke chusteczkę
doktor doktór
kozlowska kozłowska
lamy łamy
milosna miłosna
najtanszych najtańszych
nalezymy należymy
neutralnosc neutralność
niepozadane niepożądane
odciskow odcisków
odurzajacych odurzających
plasko płasko
pogarde pogardę
polemizowac polemizować
polacie połacie
polaczonej połączonej
przegladow przeglądów
przenieslismy przenieśliśmy
psychologie psychologię
radiowa radiową
rozanski różański
rytualy rytuały
silniejsza silniejszą
spozywczy spożywczy
strzalki strzałki
scigal ścigał
uderzyly uderzyły
udzielala udzielała
ulegala ulegała
umocnil umocnił
uniemozliwienie uniemożliwienie
usuwajac usuwając
wpadala wpadała
wplywach wpływach
wycisnac wycisnąć
wyjasniona wyjaśniona
wylaniaja wyłaniają
wyrazeniu wyrażeniu
zachecala zachęcała
zgielk zgiełk
zwiazala związała
biegne biegnę
boleslawcu bolesławcu
calujac całując
chustke chustkę
czuloscia czułością
doczekaly doczekały
domyslal domyślał
egida egidą
glodnych głodnych
importerow importerów
krzywdzace krzywdzące
lagodna łagodna
lacznym łącznym
maka mąka
nacisnieciu naciśnięciu
nalog nałóg
nowoczesnosc nowoczesność
odbiora odbiorą
odbywajacego odbywającego
pietrach piętrach
podolac podołać
pomalowac pomalować
pozwana pozwaną
rzemieslnik rzemieślnik
sieganie sięganie
sluchalismy słuchaliśmy
starowki starówki
tanczyli tańczyli
udostepnila udostępniła
ufnosci ufności
urokow uroków
wchodzilem wchodziłem
wspomagajacych wspomagających
wyjasniono wyjaśniono
wysunac wysunąć
zabraly zabrały
zagrozonej zagrożonej
zakwalifikowalo zakwalifikowało
zblizania zbliżania
zbudzil zbudził
zwyciezajac zwyciężając
zywiolem żywiołem
barwa barwą
bieda biedą
celna celną
dekade dekadę
dyskutuja dyskutują
efektowna efektowną
kiwajac kiwając
kolyszac kołysząc
krzyczac krzycząc
lekcewazaco lekceważąco
lap łap
mowiacym mówiącym
najdrozsza najdroższa
odebraly odebrały
oplatkiem opłatkiem
pograza pogrąża
posladki pośladki
przerwalem przerwałem
przyczyniajac przyczyniając
realizowala realizowała
rozciagal rozciągał
rozkladow rozkładów
skarzyc skarżyć
stwierdzilismy stwierdziliśmy
taksowek taksówek
tenisistow tenisistów
toczace toczące
ufnoscia ufnością
uksztaltowany ukształtowany
uwzgledniane uwzględniane
watpliwej wątpliwej
widownia widownią
wroble wróble
wspierala wspierała
wspolnikiem wspólnikiem
wyslemy wyślemy
wzruszylem wzruszyłem
zainteresowalo zainteresowało
zaklecia zaklęcia
zbiorce zbiórce
zryczaltowanym zryczałtowanym
zwalniajac zwalniając
alicje alicję
angazujac angażując
doplate dopłatę
eksploatacja eksploatacją
goruje góruje
gume gumę
japonczyk japończyk
kierownice kierownicę
konsumpcje konsumpcję
ksiazeta książęta
niebedacych niebędących
ochronna ochronną
pelniacego pełniącego
posluze posłużę
poswieci poświęci
powstajacy powstający
prywatnosc prywatność
przebrac przebrać
przedstawilo przedstawiło
przemienic przemienić
przerywal przerywał
przyjazna przyjazną
przykazan przykazań
razenia rażenia
sprawozdawcow sprawozdawców
spuszczajac spuszczając
strace stracę
sciezkami ścieżkami
taksowkarzy taksówkarzy
wrazliwoscia wrażliwością
wtoruje wtóruje
wylacznosci wyłączności
wysadzic wysadzić
zabilo zabiło
zadebiutowala zadebiutowała
zalegla zaległa
zaprzyjaznionej zaprzyjaźnionej
zarzadzeniu zarządzeniu
zetkniecia zetknięcia
znalazles znalazłeś
zwisaly zwisały
chwilowa chwilową
cieszylem cieszyłem
cofajac cofając
czestochowska częstochowska
czyichs czyichś
doceniac doceniać
dolaczenie dołączenie
gladkiej gładkiej
imponujaca imponującą
ingerencje ingerencję
jadlo jadło
jagodka jagódka
jaroslawia jarosławia
kapuscinski kapuściński
malenkim maleńkim
okolicznosciowych okolicznościowych
opere operę
opowiesciach opowieściach
opowiesciami opowieściami
pachniala pachniała
potepia potępia
pozegnala pożegnała
przesuwaja przesuwają
rygorow rygorów
szczecinskiego szczecińskiego
szeptala szeptała
tkanke tkankę
upalow upałów
upowazniona upoważniona
wykonaly wykonały
wykupila wykupiła
wylozy wyłoży
wymieniona wymienioną
wznosic wznosić
zachowywaly zachowywały
zamowila zamówiła
zaplodnienia zapłodnienia
zasloniete zasłonięte
zataczajac zataczając
zebralem zebrałem
znajdowalem znajdowałem
bawilismy bawiliśmy
dostosowal dostosował
doznaly doznały
druzynowej drużynowej
identyfikowac identyfikować
kly kły
konserwatystow konserwatystów
koncach końcach
kryzysow kryzysów
ksiazeczce książeczce
laczone łączone
maklerow maklerów
meczennikow męczenników
miesieczniku miesięczniku
modly modły
nabawil nabawił
napedzany napędzany
obudzilo obudziło
odplywu odpływu
odwiezc odwieźć
oplacana opłacana
planete planetę
podalismy podaliśmy
podjelam podjęłam
pokazne pokaźne
przebywajace przebywające
przedostal przedostał
przygotowywaly przygotowywały
przywiazani przywiązani
publicysci publicyści
rozwazaja rozważają
skalach skałach
smazyc smażyć
sowiecka sowiecką
spierac spierać
sprzeciwial sprzeciwiał
sugestia sugestią
srednice średnicę
terazniejszosci teraźniejszości
ulamku ułamku
upomnial upomniał
uproscic uprościć
widywalem widywałem
wiezniem więźniem
wojcika wójcika
wstajac wstając
wsciekloscia wściekłością
wyobrazac wyobrażać
wyrownawcze wyrównawcze
zagluszyc zagłuszyć
zakatek zakątek
zaskakujaca zaskakująca
zaskoczyly zaskoczyły
zawinil zawinił
zbieralismy zbieraliśmy
zbieralo zbierało
zdjeli zdjęli
zdolam zdołam
zjadaja zjadają
zlapie złapie
zmieniajacy zmieniający
aktualizacje aktualizację
artyscie artyście
barwna barwną
cenic cenić
haline halinę
instalacja instalacją
instalowac instalować
jezdzacych jeżdżących
kwasniewskim kwaśniewskim
leszczynskiego leszczyńskiego
miekkiej miękkiej
najpiekniejszym najpiękniejszym
najtansza najtańsza
niesmiale nieśmiałe
obnizek obniżek
obojetna obojętna
obruszyl obruszył
oglaszaja ogłaszają
oglaszajac ogłaszając
pilkarki piłkarki
plona płoną
plywaniu pływaniu
pocalowac pocałować
prezentujacych prezentujących
przestane przestanę
przesuwaly przesuwały
racjonalnosci racjonalności
roilo roiło
rozwiklac rozwikłać
ryzykujac ryzykując
skonczylismy skończyliśmy
skromnosc skromność
splywala spływała
spoczal spoczął
sprawdzajace sprawdzające
starajacych starających
strazackiej strażackiej
srodowiskowej środowiskowej
tate tatę
twa twą
ubiegaja ubiegają
udokumentowac udokumentować
umozliwiac umożliwiać
uprzejma uprzejmą
ustapienia ustąpienia
wedrowaly wędrowały
wnetrznosci wnętrzności
wymienila wymieniła
wzmozonej wzmożonej
zetrzec zetrzeć
zjawic zjawić
zmieszal zmieszał
zwarta zwartą
chuliganow chuliganów
czuwala czuwała
dodawala dodawała
dzwigal dźwigał
gonia gonią
korzystalem korzystałem
kosztowaloby kosztowałoby
kranca krańca
krancach krańcach
krazacych krążących
lagodnej łagodnej
malgorzacie małgorzacie
milczec milczeć
napedowa napędową
nasladujac naśladując
niescislosci nieścisłości
obrazliwe obraźliwe
obserwacja obserwacją
ochota ochotą
oddalajac oddalając
odwiedzala odwiedzała
osiagal osiągał
poczatkowa początkowa
poczetego poczętego
powracajacych powracających
soltysi sołtysi
spoczywala spoczywała
turystyka turystyką
uderzylem uderzyłem
uplynac upłynąć
wspolwlasnosc współwłasność
wycieto wycięto
wystrzelil wystrzelił
wyswietli wyświetli
wyznaczal wyznaczał
zagrazajace zagrażające
zaslonic zasłonić
znamie znamię
awarie awarię
czulym czułym
czworce czwórce
dlugotrwalym długotrwałym
grzeskowiak grześkowiak
imponowal imponował
informowaly informowały
jezdzilam jeździłam
kochalam kochałam
krazace krążące
nadsylania nadsyłania
najglebszym najgłębszym
naplynelo napłynęło
nieszczesliwie nieszczęśliwie
obciazyl obciążył
palacy palący
pamietnego pamiętnego
plynem płynem
pokazujace pokazujące
pomaranczowy pomarańczowy
potoczylo potoczyło
powszechnosc powszechność
przebywajacego przebywającego
przybraly przybrały
przybywajacych przybywających
rozrywka rozrywką
rysow rysów
schodzila schodziła
sporzadzane sporządzane
tlustych tłustych
wartosciowego wartościowego
watykanski watykański
wstrzymaly wstrzymały
wybitna wybitną
wystrzegac wystrzegać
wzrastala wzrastała
zaciagac zaciągać
zamawiajacy zamawiający
zamiescilismy zamieściliśmy
zaproponowaly zaproponowały
zastapiona zastąpiona
akademia akademią
beneficjentow beneficjentów
biegnacych biegnących
